Medicamento;Enlace;Sintomas
Adapaleno;https://medlineplus.gov/spanish/druginfo/meds/a604001-es.html;El adapaleno se usa para tratar el acné. El adapaleno pertenece a una clase de compuestos similares a los llamados medicamentos retinoideos. Funciona al detener la formación de espinillas debajo de la superficie de la piel.
Nifedipina;https://medlineplus.gov/spanish/druginfo/meds/a684028-es.html;La nifedipina se usa para tratar la presión arterial alta y controlar el el angina pecho. La nifedipina pertenece a una clase de medicamentos llamados bloqueadores de los canales de calcio. Disminuye la presión arterial al relajar los vasos sanguíneos, de modo que el corazón no tenga que bombear con tanta fuerza. Controla el dolor del pecho pal aumentar el flujo sanguíneo y la oxigenación del corazón.
Inyección de brentuximab vedotín;https://medlineplus.gov/spanish/druginfo/meds/a611052-es.html;La inyección de brentuximab vedotín se encuentra en una clase de medicamentos llamados conjugados de anticuerpos y medicamentos. Funciona al matar las células de cáncer.
Inyección de crizanlizumab-tmca;https://medlineplus.gov/spanish/druginfo/meds/a620010-es.html;La inyección de crizanlizumab-tmca se usa para reducir la cantidad de crisis de dolor (dolor repentino y severo que puede durar de varias horas a varios días) en adultos y niños mayores de 16 años con anemia falciforme (una enfermedad congénita de la sangre). El crizanlizumab-tmca pertenece a una clase de medicamentos llamados anticuerpos monoclonales. Actúa bloqueando la interacción de ciertas células sanguíneas.
Vacuna Tétanos, Difteria, Tos Ferina (Tdap);https://medlineplus.gov/spanish/druginfo/meds/a607027-es.html;
Vacuna contra la COVID-19, vector viral (Janssen [Johnson and Johnson]);https://medlineplus.gov/spanish/druginfo/meds/a621007-es.html;
Ketoconazol tópico;https://medlineplus.gov/spanish/druginfo/meds/a605014-es.html;"La crema de ketoconazol se usa para tratar la tinea corporis (tiña, tiña corporal; infección fúngica de la piel que causa sarpullido (erupciones en la piel) escamoso rojizo en diferentes partes del cuerpo), tinea cruris (tiña crural o inguinal; infección fúngica de la piel en la zona de la ingle o las nalgas), tinea pedis (pie de atleta; infección fúngica de la piel de los pies y entre los dedos de los pies), tinea versicolor (tiña versicolor; infección fúngica que provoca manchas de color marrón o amarillo claro en el tórax, espalda, brazos, piernas, o cuello) e infecciones por levadura de la piel. El champú de ketoconazol prescrito se usa para tratar la tiña versicolor. El champú de ketoconazol sin prescripción se usa para controlar la descamación, exfoliación y el prurito (picazón) del cuero cabelludo causado por la caspa. El ketoconazol pertenece a una clase de medicamentos llamados imidazoles antifúngicos. Funciona al frenar el crecimiento de los hongos que causan la infección."
Ketorolaco oftálmico;https://medlineplus.gov/spanish/druginfo/meds/a601241-es.html;El ketorolaco oftálmico se usa para tratar la comezón en los ojos provocada por la alergia. También se usa para tratar la hinchazón y el enrojecimiento (inflamación) que pueden producirse después de la cirugía de cataratas. El ketorolaco oftálmico pertenece a una clase de medicamentos antiinflamatorios no esteroideos (NSAID). Actúa deteniendo la liberación de sustancias que provocan los síntomas de alergia e inflamación.
Dapsona tópica;https://medlineplus.gov/spanish/druginfo/meds/a616045-es.html;La dapsona tópica se usa para tratar el acné en niños, adolescentes y adultos. La dapsona pertenece a una clase de medicamentos llamados antibióticos de sulfona. Actúa al retardar o detener el crecimiento de las bacterias y disminuir la inflamación.
Ketoprofeno;https://medlineplus.gov/spanish/druginfo/meds/a686014-es.html;El ketoprofeno de prescripción se usa para aliviar el dolor, sensibilidad, inflamación (hinchazón) y la rigidez causada por la osteoartritis (artritis causada por un deterioro del recubrimiento de las articulaciones) y la artritis reumatoide (artritis causada por la hinchazón del recubrimiento de las articulaciones). También se usa para aliviar el dolor, incluyendo el dolor menstrual (dolor que se presenta antes o durante el preíodo menstrual). El ketoprofeno sin prescripción o de venta libre se usa para aliviar dolores leves causados por cefaleas (dolor de cabeza), períodos menstruales, dolor de muelas, resfrío común, dolores musculares, dolor de espaldas y para reducir la fiebre. Pertenece a una clase de medicamentos llamados antiinflamatorios sin esteroides. Funciona al detener la producción de una sustancia que causa dolor, fiebre e inflamación.
Pioglitazona;https://medlineplus.gov/spanish/druginfo/meds/a699016-es.html;La pioglitazona se usa junto a un régimen alimenticio y un programa de ejercicios, y a veces con otros medicamentos para tratar la diabetes tipo 2 (una condición en la cual el cuerpo no puede usar en forma normal la insulina que produce y como consecuencia no puede controlar el nivel de azúcar en la sangre). La pioglitazona pertenece a una clase de medicamentos llamados tiazolidinedionas. Funciona al aumentar la sensibilidad del cuerpo a la insulina, una sustancia natural que ayuda a controlar el nivel de azúcar en la sangre. La pioglitazona no se usa para tratar la diabetes tipo 1 (una condición en la cual el cuerpo no produce insulina y como consecuencia, no puede controlar el nivel de azúcar en la sangre) o la cetoacidosis diabética (una condición grave que se puede desarrollar si el alto nivel de azúcar en la sangre no es tratado en un paciente diabético).
Metformina;https://medlineplus.gov/spanish/druginfo/meds/a696005-es.html;La metformina se utiliza sola o con otros medicamentos, incluyendo insulina, para tratar diabetes tipo 2 (condición en la que el cuerpo no usa la insulina normalmente y, por lo tanto, no puede controlar la cantidad de azúcar en la sangre). La metformina es una clase de medicamentos llamados biguanidas. La metformina ayuda a controlar la cantidad de glucosa (azúcar) en su sangre. Disminuye la cantidad de glucosa que absorbe de sus alimentos y la cantidad de glucosa que forma su hígado. La metformina también incrementa la respuesta de su cuerpo a la insulina, una sustancia natural que controla la cantidad de glucosa en la sangre. La metformina no se utiliza para tratar la diabetes tipo 1 (condición en la que el cuerpo no produce la insulina y, por lo tanto, no puede controlar la cantidad de azúcar en la sangre).
Risedronato;https://medlineplus.gov/spanish/druginfo/meds/a601247-es.html;Las tabletas de risedronato y las tabletas de liberación retardada (tabletas de acción prolongada) se utilizan para prevenir y tratar la osteoporosis (una afección en la que los huesos se vuelven delgados y débiles, y se fracturan con facilidad) en mujeres posmenopáusicas (''cambio de vida'', fin de los periodos menstruales). Las tabletas de risedronato también se utilizan para tratar la osteoporosis en hombres, y en hombres y mujeres que toman glucocorticoides (un tipo de medicamento con corticosteroides que puede provocar osteoporosis). Las tabletas de risedronato también se utilizan para tratar la enfermedad ósea de Paget (una afección en la que los huesos se reblandecen y debilitan, lo que provoca deformación, dolor o propensión a las fracturas). El risedronato pertenece a una clase de medicamentos llamados bisfosfonatos. Actúa evitando la degradación de los huesos y aumentando su densidad (grosor).
Dactinomicina;https://medlineplus.gov/spanish/druginfo/meds/a682224-es.html;La dactinomicina se usa en combinación con otros medicamentos, cirugía, y/o radioterapia para tratar el tumor de Wilms (un tipo de cáncer de riñón que ocurre en niños) y rabdomiosarcoma (cáncer que se forma en los músculos) en niños. La dactinomicina también se usa en combinación con otros medicamentos para tratar determinados tipos de cáncer testicular y sarcoma de Ewing (un tipo de cáncer en los huesos o en los músculos). La dactinomicina también se usa sola o en combinación con otros medicamentos para tratar tumores trofoblásticos gestacionales (un tipo de tumor que se forma en el útero de una mujer mientras está embarazada). La dactinomicina también puede usarse para tratar determinados tipos de tumores cancerosos que se encuentran en un área específica del cuerpo. La dactinomicina es un tipo de antibiótico que solo se usa en quimioterapia contra el cáncer. Actúa retardando o deteniendo el crecimiento de las células cancerosas en el cuerpo.
Estrógeno y Progestina (Terapia de reemplazo hormonal);https://medlineplus.gov/spanish/druginfo/meds/a601041-es.html;La combinación de estrógeno y progestina se usa para tratar ciertos síntomas de la menopausia. El estrógeno y la progestina son dos hormonas que se encuentran en las mujeres. La terapia de reemplazo hormonal funciona al reemplazar el estrógeno que el cuerpo ya no fabrica. El estrógeno reduce la sensación de calor en la parte superior del cuerpo y los bochornos (sofocamiento por calor), síntomas vaginales (picazón -prurito-, ardor y sequedad) y dificultad para orinar, pero no alivia otros síntomas de la menopausia como el nerviosismo o la depresión. El estrógeno también previene la pérdida de masa ósea en los huesos (osteoporosis) en las mujeres menopáusicas. La progestina se añade al estrógeno en la terapia de reemplazo hormonal para reducir el riesgo de cáncer uterino en las mujeres que todavía tienen el útero.
Inyección de Interferón Gamma-1b;https://medlineplus.gov/spanish/druginfo/meds/a601152-es.html;La inyección de interferón gamma-1b se usa para reducir la frecuencia y la gravedad de infecciones graves en personas con enfermedad granulomatosa crónica (una enfermedad heredada del sistema inmunológico). También se usa para reducir el empeoramiento de la afección en las personas con osteopetrosis grave y maligna (una enfermedad heredada de los huesos). Interferón gamma-1b está dentro de una clase de medicamentos llamados inmunomoduladores. No se sabe con exactitud cómo funciona el interferón gamma-1b para tratar la enfermedad granulomatosa crónica y la osteopetrosis.
Vacuna contra Haemophilus influenzae (Hib) Tipo B;https://medlineplus.gov/spanish/druginfo/meds/a607015-es.html;
Ursodiol;https://medlineplus.gov/spanish/druginfo/meds/a699047-es.html;El ursodiol se usa para disolver cálculos en la vesícula biliar en personas que no quieren cirugía o no pueden tener una cirugía para extirparlos. El ursodiol también se usa para evitar la formación de cálculos en la vesícula biliar en personas con sobrepeso que están perdiendo peso rápidamente. El ursodiol se usa para tratar personas con cirrosis biliar primaria (PBC, una enfermedad hepática autoinmune). El ursodiol pertenece a una clase de medicamentos llamados agentes de disolución de cálculos en la vesícula biliar. Funciona al disminuir la producción de colesterol y al disolver el colesterol en la bilis para evitar la formación de piedras y al disminuir los niveles tóxicos de los ácidos biliares que se acumulan en la cirrosis biliar primaria.
Clorfeniramina;https://medlineplus.gov/spanish/druginfo/meds/a682543-es.html;"La clorfeniramina se usa para aliviar el enrojecimiento, la picazón y el lagrimeo de ojos; los estornudos; la irritación de nariz o garganta; y la secreción nasal ocasionados por las alergias, la fiebre del heno y el resfriado común. La clorfeniramina ayuda a controlar los síntomas de los resfriados y las alergias, pero no trata sus causas ni acelera la recuperación. La clorfeniramina pertenece a una clase de medicamentos llamados antihistamínicos. Actúa al bloquear la acción de la histamina, una sustancia del cuerpo que provoca los síntomas de alergia."
Inyección de tocilizumab;https://medlineplus.gov/spanish/druginfo/meds/a611004-es.html;La inyección de tocilizumab pertenece a una clase de medicamentos llamados inhibidores del receptor de la interleucina-6 (IL-6). Su acción consiste en bloquear la actividad de la interleucina-6, una sustancia en el cuerpo que causa inflamación.
Doxiciclina;https://medlineplus.gov/spanish/druginfo/meds/a682063-es.html;"La doxiciclina se utiliza para tratar ciertas infecciones ocasionadas por bacterias, incluyendo neumonía y otras infecciones del tracto respiratorio; y determinadas infecciones de la piel o de los ojos; infecciones del sistema linfático, del aparato digestivo, del aparato reproductor, y del sistema urinario; y algunas otras infecciones que se propagan a través de garrapatas, piojos, ácaros,  animales infectados, o alimentos y agua contaminados.. También se usa con otros medicamentos para tratar el acné. La inyección de doxiciclina también se utiliza para tratar o prevenir el ántrax (una infección grave que se puede contagiar a propósito como parte de un ataque de bioterrorismo) en personas que podrían haber estado expuestas al ántrax en el aire y para tratar las plagas y la tularemia (una infección grave que se puede contagiar a propósito como parte de un ataque de bioterrorismo). También se usa para prevenir la malaria.  La doxiciclina también se puede utilizar en las personas que no pueden ser tratadas con penicilina para tratar determinados tipos de intoxicación por alimentos. La doxiciclina (Oracea) se utiliza solamente para tratar espinillas y protuberancias causadas por rosácea (una enfermedad de la piel que causa enrojecimiento, rubor y espinillas en la cara). La doxiciclina pertenece a una clase de medicamentos llamados antibióticos de tetraciclina. Funciona como tratamiento para infecciones al prevenir la multiplicación y la propagación de las bacterias. Funciona como tratamiento para el acné al eliminar a las bacterias que infectan los poros y al disminuir determinada sustancia grasosa natural que causa acné. Funciona como tratamiento para la rosácea al disminuir la inflamación que causa esta afección."
Acitretina;https://medlineplus.gov/spanish/druginfo/meds/a601010-es.html;La acitretina se usa para tratar la psoriasis grave (crecimiento anormal de células de la piel que provoca piel enrojecida, engrosada o escamosa).La acitretina pertenece a una clase de medicamentos llamados retinoides.Se desconoce la manera en la que actúa la acitretina.
Fluoruro;https://medlineplus.gov/spanish/druginfo/meds/a682727-es.html;El fluoruro se usa para prevenir la caries. Es absorbido por los dientes y ayuda a fortalecerlos, a hacerlos resistentes al ácido y bloquea la acción de las bacterias que provocan las caries. El fluoruro, por lo general, es prescrito para los niños y los adultos que viven en hogares que no tienen agua fluorurada (con fluoruro).
Rabeprazol;https://medlineplus.gov/spanish/druginfo/meds/a699060-es.html;Rabeprazol se usa para tratar los síntomas de enfermedad por reflujo gastroesofágico (GERDuna condición en la que el flujo en dirección opuesta del ácido del estómago causa acidez y posibles lesiones al esófago (el tubo que conecta la garganta y el estómago)), en adultos y niños de 1 año de edad en adelante. El rabeprazol se usa para tratar el daño de la GERD, permitir que el esófago se cure y prevenir daños adicionales al esófago en adultos. El rabeprazol también se usa para tratar condiciones en las que el estómago produce demasiado ácido, como el síndrome de Zollinger-Ellison en adultos. El rabeprazol se usa para tratar úlceras (llagas en el revestimiento del estómago o del intestino) y se usa en combinación con otros medicamentos para eliminar 
Ácidos grasos Omega 3;https://medlineplus.gov/spanish/druginfo/meds/a607065-es.html;Los ácidos grasos Omega 3 se utilizan junto con los cambios en el estilo de vida (dieta, pérdida de peso, ejercicio) para reducir la cantidad de triglicéridos (una sustancia parecida a la grasa) en la sangre de las personas que tienen niveles muy altos de triglicéridos. Los ácidos grasos Omega 3 pertenecen a una clase de medicamentos llamados antilipémicos o agentes reguladores de lípidos. Los ácidos grasos Omega 3 pueden funcionar al disminuir la cantidad de triglicéridos y otras grasas que se producen en el hígado.
Ácido tranexámico;https://medlineplus.gov/spanish/druginfo/meds/a612021-es.html;El ácido tranexámico se usa para tratar el sangrado abundante durante el ciclo menstrual (periodos menstruales) en las mujeres. El ácido tranexámico pertenece a una clase de medicamentos denominados antifibrinolíticos. Actúa para mejorar la coagulación de la sangre.
Ácido Salicílico Tópico;https://medlineplus.gov/spanish/druginfo/meds/a607072-es.html;El ácido salicílico tópico se usa para eliminar y prevenir la aparición de espinillas y otras manchas de la piel en personas con acné. También se usa para tratar enfermedades de la piel que se caracterizan por descamación o crecimiento excesivo de las células cutáneas, como psoriasis (enfermedad de la piel en la que se forman manchas rojas y escamosas en ciertas áreas del cuerpo), ictiosis (enfermedades congénitas que provocan sequedad y descamación de la piel), caspa, callos, durezas y verrugas en las manos o los pies. El ácido salicílico tópico no está indicado para el tratamiento de verrugas genitales, verrugas faciales, verrugas pilosas, verrugas en la nariz o la boca, lunares o marcas de nacimiento.  El ácido salicílico pertenece a una clase de medicamentos llamados agentes queratolíticos. El ácido salicílico tópico alivia el acné al reducir la hinchazón y enrojecimiento y abrir los poros de la piel obstruidos, lo que permite que las espinillas se sequen. Alivia otras enfermedades de la piel al suavizar y aflojar la piel seca, escamosa o engrosada para facilitar su desprendimiento o eliminación. 
Ácido obeticólico;https://medlineplus.gov/spanish/druginfo/meds/a616033-es.html;"El ácido obeticólico se usa solo o en combinación con ursodiol (Actigall, Urso) para tratar la colangitis biliar primaria (PBC [primary biliary cholangitis]; un tipo de enfermedad hepática que destruye los conductos biliares, lo que provoca que la bilis permanezca en el hígado y cause daño) en personas que no pueden tomar ursodiol, o en personas cuyo tratamiento solo con ursodiol no dio resultado. El ácido obeticólico pertenece a una clase de medicamentos llamados agonistas del receptor de farnesoide X. Su acción consiste en disminuir la producción de bilis en el hígado y aumentar la eliminación de bilis del hígado."
Ácido zoledrónico inyectable;https://medlineplus.gov/spanish/druginfo/meds/a605023-es.html;El ácido zoledrónico (Reclast) se usa para prevenir o tratar la osteoporosis (afección en la que los huesos se vuelven delgados y débiles, y se fracturan con facilidad) en mujeres posmenopáusicas (''cambio de vida,'' fin de los periodos menstruales regulares). El ácido zoledrónico (Reclast) también se utiliza para tratar la osteoporosis en hombres, y para prevenir o tratar la osteoporosis en hombres y mujeres que toman glucocorticoides (un tipo de medicamento corticosteroide que puede provocar osteoporosis). El ácido zoledrónico (Reclast) también se utiliza para tratar la enfermedad ósea de Paget (una afección en la que los huesos se reblandecen y debilitan, lo que provoca deformación, dolor o propensión a las fracturas). El ácido zoledrónico (Zometa) se usa para tratar las altas concentraciones de calcio en la sangre, que pueden deberse a determinados tipos de cáncer. El ácido zoledrónico (Zometa) también se combina con la quimioterapia contra el cáncer para tratar los daños óseos que provoca el mieloma múltiple (un cáncer que empieza en las células plasmáticas [glóbulos blancos que producen las sustancias necesarias para combatir las infecciones]) o un cáncer que empezó en otra parte del cuerpo pero se propagó a los huesos. El ácido zoledrónico (Zometa) no es una quimioterapia contra el cáncer y tampoco retrasa ni detiene la propagación del cáncer. No obstante, puede usarse para tratar la enfermedad de los huesos en pacientes con cáncer. El ácido zoledrónico pertenece a una clase de medicamentos llamados bisfosfonatos. Actúa enlenteciendo la degradación del hueso, aumentando la densidad (grosor) de los huesos y disminuyendo la cantidad de calcio que los huesos liberan en la sangre.
Niacina;https://medlineplus.gov/spanish/druginfo/meds/a682518-es.html;La niacina también se usa para evitar y tratar la pelagra (deficiencia de niacina), una enfermedad ocasionada por una dieta inadecuada o por otros problemas médicos. La niacina es una vitamina del complejo B. En dosis terapéuticas, la niacina es un medicamento para reducir el colesterol.
Ácido valproico;https://medlineplus.gov/spanish/druginfo/meds/a682412-es.html;"El ácido valproico se utiliza solo o con otros medicamentos para tratar ciertos tipos de convulsiones. El ácido valproico también se usa para tratar la manía (episodios de estado de ánimo frenético, anormalmente agitado) en personas con trastorno bipolar (trastorno maníaco-depresivo; una enfermedad que provoca episodios de depresión, episodios de manía y otros estados de ánimo anormales). También se usa para evitar los dolores de cabeza por migraña, pero no para aliviar dolores de cabeza que ya han comenzado. El ácido valproico pertenece a una clase de medicamentos llamados anticonvulsivos. Funciona al aumentar la cantidad de determinada sustancia natural en el cerebro."
Ácido mefenámico;https://medlineplus.gov/spanish/druginfo/meds/a681028-es.html;El ácido mefenámico se usa para aliviar el dolor leve a moderado, incluido el dolor menstrual (dolor que se presenta antes o durante el período menstrual). Pertenece a una clase de medicamentos llamados antiinflamatorios sin esteroides. Funciona al detener la producción de una sustancia que causa dolor, fiebre e inflamación.
Leucovorina;https://medlineplus.gov/spanish/druginfo/meds/a682336-es.html;"La leucovorina se usa para prevenir los efectos perjudiciales del metotrexato (Rheumatrex, Trexall; medicamentos de quimioterapia contra el cáncer) cuando éste se utiliza para tratar ciertos tipos de cáncer. La leucovorina también se usa para tratar a las personas que recibieron accidentalmente una sobredosis de metotrexato u otro medicamento similar a éste. La leucovorina pertenece a una clase de medicamentos llamados análogos del ácido fólico. Actúa al proteger las células saludables contra los efectos del metotrexato u otros medicamentos similares, mientras permite que el metotrexato penetre en las células cancerosas y las elimine."
Leucovorina inyectable;https://medlineplus.gov/spanish/druginfo/meds/a608038-es.html;"La leucovorina inyectable se usa para prevenir los efectos perjudiciales del metotrexato (Rheumatrex, Trexall; medicamentos de quimioterapia contra el cáncer) cuando éste se utiliza para tratar ciertos tipos de cáncer. La leucovorina inyectable también se usa para tratar a las personas que recibieron accidentalmente una sobredosis de metotrexato u otro medicamento similar a éste. Asimismo, la leucovorina inyectable se utiliza para tratar la anemia (bajo recuento de glóbulos rojos) ocasionada por las bajas concentraciones de ácido fólico en el cuerpo. Además, la leucovorina inyectable se usa con el 5-fluorouracilo (un medicamento de quimioterapia) para tratar el cáncer colorrectal (cáncer que empieza en el intestino grueso). La leucovorina inyectable pertenece a una clase de medicamentos llamados análogos del ácido fólico. Sirve para tratar a quienes están en terapia con metotrexato, al proteger las células saludables contra los efectos de éste. Trata la anemia al suministrar el ácido fólico necesario para la formación de glóbulos rojos. Trata el cáncer colorrectal al potenciar los efectos del 5-fluorouracilo."
Ácido fólico;https://medlineplus.gov/spanish/druginfo/meds/a682591-es.html;El ácido fólico se usa para tratar o prevenir la deficiencia de ácido fólico. Es una vitamina del complejo B que el cuerpo necesita para producir glóbulos rojos. Una carencia de esta vitamina provoca ciertos tipos de anemia (recuento bajo de glóbulos rojos)
Ácido etacrínico;https://medlineplus.gov/spanish/druginfo/meds/a682857-es.html;"El ácido etacrínico se usa para tratar el edema (retención de líquidos; exceso de líquido contenido en los tejidos corporales) en adultos y niños causado por problemas médicos como cáncer, enfermedades cardiacas, renales o hepáticas. El ácido etacrínico pertenece a una clase de medicamentos llamados diuréticos ('píldoras que provocan la eliminación de agua a través de la orina'). Esta funciona al hacer que los riñones eliminen el agua y la sal innecesaria del cuerpo en la orina."
Ácido bempedoico;https://medlineplus.gov/spanish/druginfo/meds/a620020-es.html;"El ácido bempedoico se usa junto con cambios en el estilo de vida (dieta, pérdida de peso, ejercicio) y ciertos medicamentos para reducir el colesterol (inhibidores de la reductasa HMG-CoA [estatinas]) para disminuir aún más la cantidad del colesterol de lipoproteína de baja densidad (LDL) ('colesterol malo') en la sangre de adultos con hipercolesterolemia heterocigota familiar (HeFH; una afección heredada en la que el colesterol no puede eliminarse normalmente del cuerpo) o enfermedad cardíaca. El ácido bempedoico pertenece a una clase de medicamentos llamados inhibidores de la adenosina trifosfato-citrato liasa (LCA). Actúa bloqueando la producción de colesterol en el hígado."
Tretinoína tópica;https://medlineplus.gov/spanish/druginfo/meds/a682437-es.html;La tretinoína (Altreno, Atralin, Avita, Retin-A) se usa para tratar el acné. La tretinoína también se usa para reducir las arrugas finas (Refissa y Renova) y para mejorar la decoloración irregular (Renova) y la piel con sensación áspera (Renova) cuando se usa junto con otros programas de cuidado de la piel y para evitar la luz del sol. La tretinoína pertenece a una clase de medicamentos llamados retinoides. Trabaja al promover la exfoliación de las áreas de piel afectada y desobstruyendo los poros.
Ácido azelaico tópico;https://medlineplus.gov/spanish/druginfo/meds/a603020-es.html;El gel y la espuma de ácido azelaico se usa para eliminar las protuberancias, las lesiones y la tumefacción, todos síntomas provocados por la rosácea (una enfermedad que afecta a la piel y que causa enrojecimiento, rubor y espinillas en la cara). La crema de ácido azelaico se usa para tratar las espinillas y hinchazón causado por el acné. El ácido azelaico pertenece a una clase de medicamentos llamados ácidos dicarboxílicos. Funciona al tratar la rosácea por reducir hinchazón y enrojecimiento de la piel. Funciona al matar las bacterias que infectan los poros y al disminuir la producción de queratina, una sustancia natural que puede conducir al desarrollo de acné.
Ácido ascórbico (vitamina C);https://medlineplus.gov/spanish/druginfo/meds/a682583-es.html;El ácido ascórbico (vitamina C) se usa como suplemento dietético cuando la cantidad de ácido ascórbico en la dieta no es suficiente. Las personas con mayor riesgo de deficiencia de ácido ascórbico son aquellas que tienen una variedad limitada de alimentos en su dieta o que tienen problemas de malabsorción intestinal por cáncer o enfermedad renal. El ácido ascórbico también se usa para prevenir y tratar el escorbuto (una enfermedad que causa fatiga, inflamación de las encías, dolor en las articulaciones y mala cicatrización de las heridas debido a la falta de vitamina C en el cuerpo). El ácido ascórbico pertenece a una clase de medicamentos llamados antioxidantes. El cuerpo lo necesita para ayudar a la cicatrización de las heridas, mejorar la absorción de hierro de los alimentos vegetales y apoyar el sistema inmunológico. Actúa como un antioxidante para proteger sus células contra los radicales libres, que pueden ser un factor contribuyente a las enfermedades cardíacas, el cáncer y otras enfermedades.
Ácido Aminolevulínico Tópico;https://medlineplus.gov/spanish/druginfo/meds/a607062-es.html;"El ácido aminolevulínico se usa junto con la terapia fotodinámica (TFD; luz azul especial) para tratar la queratosis actínica (formación de pequeñas protuberancias con costras o escamosas, o cornificaciones, sobre o debajo de la piel debido a la exposición a la luz solar y que pueden convertirse en cáncer) en el rostro o el cuero cabelludo. El ácido aminolevulínico pertenece a una clase de medicamentos llamados agentes fotosensibilizadores. Cuando el ácido aminolevulínico se activa con la luz, deteriora las células de las lesiones por queratosis actínica."
Ácido aminocaproico inyectable;https://medlineplus.gov/spanish/druginfo/meds/a608024-es.html;"El ácido aminocaproico inyectable se usa para controlar el sangrado que se presenta cuando los coágulos de sangre se disuelven demasiado rápido. Este tipo de sangrado puede ocurrir durante o después de una cirugía del corazón o el hígado, en personas con ciertos trastornos hemorrágicos; en personas con cáncer de la próstata (una glándula reproductora masculina), del pulmón, del estómago o del cuello uterino (abertura del útero); y en mujeres embarazadas con abrupción de la placenta (cuando la placenta se desprende del útero antes que el bebé esté listo para nacer). El ácido aminocaproico inyectable también se usa para controlar el sangrado del aparato urinario (los órganos que producen y excretan la orina) que puede ocurrir después de una cirugía de la próstata o el riñón o en personas con ciertos tipos de cáncer. El ácido aminocaproico inyectable no debe usarse para tratar el sangrado que no es causado por la desintegración más rápida que lo normal de un coágulo de sangre, de modo que quizás su médico ordene pruebas para determinar la causa de su hemorragia antes de que empiece su tratamiento. El ácido aminocaproico inyectable pertenece a una clase de medicamentos llamados hemostáticos."
Ácido aminocaproico;https://medlineplus.gov/spanish/druginfo/meds/a608023-es.html;"El ácido aminocaproico se usa para controlar el sangrado que se presenta cuando los coágulos de sangre se disuelven demasiado rápido. Este tipo de sangrado puede ocurrir durante o después de una cirugía del corazón o el hígado, en personas con ciertos trastornos hemorrágicos; en personas con cáncer de la próstata (una glándula reproductora masculina), del pulmón, del estómago o del cuello uterino (abertura del útero); y en mujeres embarazadas con abrupción de la placenta (cuando la placenta se desprende del útero antes de que el bebé esté listo para nacer). El ácido aminocaproico también se usa para controlar el sangrado del aparato urinario (los órganos que producen y excretan la orina) que puede ocurrir después de una cirugía de la próstata o el riñón o en personas con ciertos tipos de cáncer. El ácido aminocaproico no debe usarse para tratar el sangrado que no es causado por la desintegración más rápida que lo normal de un coágulo de sangre, de modo que quizás su médico ordene pruebas para determinar la causa de la hemorragia antes de que empiece su tratamiento. El ácido aminocaproico pertenece a una clase de medicamentos llamados hemostáticos. Actúa haciendo más lenta la desintegración de los coágulos de sangre."
Aciclovir tópico;https://medlineplus.gov/spanish/druginfo/meds/a606001-es.html;La crema de aciclovir se usa para tratar el herpes labial (ampollas de la fiebre causadas por un virus llamado herpes simple) en la cara o los labios. El ungüento de aciclovir se usa para tratar los primeros brotes del herpes genital (infección causada por el virus herpes que esporádicamente provoca lesiones en los genitales y el recto), y para tratar ciertos tipos de lesiones causadas por el virus herpes simple en las personas con sistemas inmunitarios débiles. Pertenece a una clase de medicamentos antivíricos llamados análogos de los nucleósidos sintéticos. Funciona al detener la propagación del herpes en el cuerpo. El aciclovir no cura el herpes labial o el genital, no previene los brotes ni detiene la propagación del virus a otras personas.
Aciclovir oftálmico;https://medlineplus.gov/spanish/druginfo/meds/a619029-es.html;El aciclovir oftálmico se usa para tratar una infección en el ojo provocada por el virus del herpes simple. El aciclovir se encuentra en una clase de medicamentos antivirales llamados análogos de nucleósidos sintéticos. Funciona al detener la propagación del virus del herpes en el ojo.
Aspirina rectal;https://medlineplus.gov/spanish/druginfo/meds/a621021-es.html;La aspirina rectal se usa para bajar la fiebre y aliviar el dolor leve a moderado causado por dolor de cabeza, , periodos menstruales, artritis, dolor en los dientes y dolores musculares. La aspirina pertenece a un grupo de medicamentos llamados salicilatos. Su acción consiste en detener la producción de ciertas sustancias naturales que causan fiebre, dolor, inflamación y coágulos sanguíneos.
